title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
man without a heart - 1999 remaster,The Hollies,spotify:track:0k0jMyOPXTtoe7uA51iVnu,0.507,0.74,6,-7.035,0,0.0315,0.189,0.0,0.141,0.891,132.65,audio_features,0k0jMyOPXTtoe7uA51iVnu,https://api.spotify.com/v1/tracks/0k0jMyOPXTtoe7uA51iVnu,https://api.spotify.com/v1/audio-analysis/0k0jMyOPXTtoe7uA51iVnu,145040,4
margrietje (de rozen zullen bloeien),Louis Neefs,spotify:track:1EHFCZDFrJwnEmpNcAPwRU,0.222,0.368,0,-11.491,1,0.0351,0.591,0.0,0.125,0.534,75.707,audio_features,1EHFCZDFrJwnEmpNcAPwRU,https://api.spotify.com/v1/tracks/1EHFCZDFrJwnEmpNcAPwRU,https://api.spotify.com/v1/audio-analysis/1EHFCZDFrJwnEmpNcAPwRU,239947,4
matrimony,Gilbert O'Sullivan,spotify:track:4Um8CTbXXzV31UKiJRjIu3,0.645,0.668,0,-8.324,1,0.0345,0.164,0.0,0.139,0.87,107.069,audio_features,4Um8CTbXXzV31UKiJRjIu3,https://api.spotify.com/v1/tracks/4Um8CTbXXzV31UKiJRjIu3,https://api.spotify.com/v1/audio-analysis/4Um8CTbXXzV31UKiJRjIu3,194293,4
mexico,Les Humphries Singers,spotify:track:0lLQ5Bgf2hAg8TU33xoiGX,0.391,0.876,2,-8.299,1,0.14,0.0904,0.0,0.402,0.96,180.674,audio_features,0lLQ5Bgf2hAg8TU33xoiGX,https://api.spotify.com/v1/tracks/0lLQ5Bgf2hAg8TU33xoiGX,https://api.spotify.com/v1/audio-analysis/0lLQ5Bgf2hAg8TU33xoiGX,225600,4
morningside,Neil Diamond,spotify:track:20knBD1M4AzT10hgXDKKxq,0.504,0.197,4,-19.727,1,0.0302,0.558,0.0024,0.143,0.371,127.791,audio_features,20knBD1M4AzT10hgXDKKxq,https://api.spotify.com/v1/tracks/20knBD1M4AzT10hgXDKKxq,https://api.spotify.com/v1/audio-analysis/20knBD1M4AzT10hgXDKKxq,264733,4
mother and child reunion,Paul Simon,spotify:track:5vZ1BKMSLgrxxPYGMR904n,0.712,0.632,9,-7.704,1,0.0334,0.112,0.0,0.0648,0.764,119.931,audio_features,5vZ1BKMSLgrxxPYGMR904n,https://api.spotify.com/v1/tracks/5vZ1BKMSLgrxxPYGMR904n,https://api.spotify.com/v1/audio-analysis/5vZ1BKMSLgrxxPYGMR904n,187400,4
my lady of spain,The Classics,spotify:track:3V3cBGNr6wBOktVKOVYuj0,0.441,0.398,2,-15.236,1,0.0273,0.0767,0.0,0.561,0.755,102.371,audio_features,3V3cBGNr6wBOktVKOVYuj0,https://api.spotify.com/v1/tracks/3V3cBGNr6wBOktVKOVYuj0,https://api.spotify.com/v1/audio-analysis/3V3cBGNr6wBOktVKOVYuj0,182933,4
my world,Bee Gees,spotify:track:1ke2Df0auUWdrP86EvCZul,0.507,0.373,9,-12.6,1,0.0259,0.346,7.29e-06,0.092,0.594,82.952,audio_features,1ke2Df0auUWdrP86EvCZul,https://api.spotify.com/v1/tracks/1ke2Df0auUWdrP86EvCZul,https://api.spotify.com/v1/audio-analysis/1ke2Df0auUWdrP86EvCZul,263173,4
play me,Neil Diamond,spotify:track:2DjLbdQ9q2QBd4JJxM40Uf,0.473,0.213,2,-17.951,1,0.0273,0.488,0.000147,0.132,0.341,106.461,audio_features,2DjLbdQ9q2QBd4JJxM40Uf,https://api.spotify.com/v1/tracks/2DjLbdQ9q2QBd4JJxM40Uf,https://api.spotify.com/v1/audio-analysis/2DjLbdQ9q2QBd4JJxM40Uf,232067,3
popcorn,Hot Butter,spotify:track:6Z5wWOqBfk4G3bP1KF2Vbj,0.784,0.626,11,-14.617,0,0.0572,0.0425,0.703,0.0645,0.952,136.886,audio_features,6Z5wWOqBfk4G3bP1KF2Vbj,https://api.spotify.com/v1/tracks/6Z5wWOqBfk4G3bP1KF2Vbj,https://api.spotify.com/v1/audio-analysis/6Z5wWOqBfk4G3bP1KF2Vbj,151440,4
poppa joe,Sweet,spotify:track:1GyQrKyK660LcFW1iPnneq,0.745,0.887,1,-5.604,1,0.0568,0.0295,0.018,0.103,0.936,106.047,audio_features,1GyQrKyK660LcFW1iPnneq,https://api.spotify.com/v1/tracks/1GyQrKyK660LcFW1iPnneq,https://api.spotify.com/v1/audio-analysis/1GyQrKyK660LcFW1iPnneq,186813,4
radio,Supersister,spotify:track:5dTWOe8FWrreMblkME8c44,0.525,0.453,0,-14.997,1,0.0611,0.327,0.0156,0.0677,0.707,140.145,audio_features,5dTWOe8FWrreMblkME8c44,https://api.spotify.com/v1/tracks/5dTWOe8FWrreMblkME8c44,https://api.spotify.com/v1/audio-analysis/5dTWOe8FWrreMblkME8c44,240440,4
sacramento (a wonderful town),Middle Of The Road,spotify:track:6hAUzkpIfh81JFJFq72iVN,0.695,0.71,9,-13.095,1,0.0551,0.269,0.00632,0.359,0.641,136.196,audio_features,6hAUzkpIfh81JFJFq72iVN,https://api.spotify.com/v1/tracks/6hAUzkpIfh81JFJFq72iVN,https://api.spotify.com/v1/audio-analysis/6hAUzkpIfh81JFJFq72iVN,176067,4
sealed with a kiss,Bobby Vinton,spotify:track:26mlDJoh5bQiC7efK7xq9z,0.414,0.317,5,-12.9,0,0.026,0.678,2.56e-05,0.213,0.673,86.111,audio_features,26mlDJoh5bQiC7efK7xq9z,https://api.spotify.com/v1/tracks/26mlDJoh5bQiC7efK7xq9z,https://api.spotify.com/v1/audio-analysis/26mlDJoh5bQiC7efK7xq9z,169067,4
smoke gets in your eyes,Blue Haze,spotify:track:3kiHKOtFYoM3ULlPHNyp7T,0.563,0.656,0,-7.169,0,0.0282,0.0211,2.94e-05,0.252,0.545,118.378,audio_features,3kiHKOtFYoM3ULlPHNyp7T,https://api.spotify.com/v1/tracks/3kiHKOtFYoM3ULlPHNyp7T,https://api.spotify.com/v1/audio-analysis/3kiHKOtFYoM3ULlPHNyp7T,196147,4
someone,Kalle B,spotify:track:6tViQ7H2mXqzwCfulk7IJh,0.567,0.656,2,-6.011,0,0.0568,0.0259,0.0,0.364,0.419,128.119,audio_features,6tViQ7H2mXqzwCfulk7IJh,https://api.spotify.com/v1/tracks/6tViQ7H2mXqzwCfulk7IJh,https://api.spotify.com/v1/audio-analysis/6tViQ7H2mXqzwCfulk7IJh,264896,4
son of my father,Chicory Tip,spotify:track:3Jwalo4hQy4AHqtnyGUoMk,0.62,0.47,5,-10.478,1,0.0309,0.0698,0.00592,0.112,0.387,129.758,audio_features,3Jwalo4hQy4AHqtnyGUoMk,https://api.spotify.com/v1/tracks/3Jwalo4hQy4AHqtnyGUoMk,https://api.spotify.com/v1/audio-analysis/3Jwalo4hQy4AHqtnyGUoMk,187677,4
stay with me,Faces,spotify:track:7fLTytvnvxy653VWxflTRf,0.458,0.869,9,-8.381,1,0.032,0.0969,0.0596,0.357,0.813,91.39,audio_features,7fLTytvnvxy653VWxflTRf,https://api.spotify.com/v1/tracks/7fLTytvnvxy653VWxflTRf,https://api.spotify.com/v1/audio-analysis/7fLTytvnvxy653VWxflTRf,279360,4
sugar me,Lynsey De Paul,spotify:track:3YyRYbYOpR3LrPUL1B41Mx,0.556,0.605,6,-9.811,0,0.0852,0.14,0.000309,0.346,0.606,92.253,audio_features,3YyRYbYOpR3LrPUL1B41Mx,https://api.spotify.com/v1/tracks/3YyRYbYOpR3LrPUL1B41Mx,https://api.spotify.com/v1/audio-analysis/3YyRYbYOpR3LrPUL1B41Mx,220133,4
swimming into deep water,Don Rosenbaum,spotify:track:0Kf9ZQMY6qdKVguEvGloZR,0.665,0.789,11,-9.604,1,0.0371,0.534,0.0,0.232,0.929,104.03,audio_features,0Kf9ZQMY6qdKVguEvGloZR,https://api.spotify.com/v1/tracks/0Kf9ZQMY6qdKVguEvGloZR,https://api.spotify.com/v1/audio-analysis/0Kf9ZQMY6qdKVguEvGloZR,207667,4
the baby - 2003 remaster,The Hollies,spotify:track:0Bia0sAMQC413FBqumWkzz,0.572,0.613,6,-10.138,0,0.0319,0.0282,2.1e-06,0.481,0.481,118.68,audio_features,0Bia0sAMQC413FBqumWkzz,https://api.spotify.com/v1/tracks/0Bia0sAMQC413FBqumWkzz,https://api.spotify.com/v1/audio-analysis/0Bia0sAMQC413FBqumWkzz,233693,4
the candy man,Sammy Davis Jr.,spotify:track:5yjuIx3UvOKHwLsCuM3DMM,0.633,0.615,0,-7.775,1,0.0371,0.705,0.0,0.366,0.831,132.366,audio_features,5yjuIx3UvOKHwLsCuM3DMM,https://api.spotify.com/v1/tracks/5yjuIx3UvOKHwLsCuM3DMM,https://api.spotify.com/v1/audio-analysis/5yjuIx3UvOKHwLsCuM3DMM,189387,4
to make my life beautiful,Roland Van Beeck,spotify:track:68FtmdiVMYx2rNnOHCJjzg,0.567,0.499,7,-7.942,0,0.0257,0.52,0.0,0.121,0.27,105.911,audio_features,68FtmdiVMYx2rNnOHCJjzg,https://api.spotify.com/v1/tracks/68FtmdiVMYx2rNnOHCJjzg,https://api.spotify.com/v1/audio-analysis/68FtmdiVMYx2rNnOHCJjzg,201576,4
tumbling dice,The Rolling Stones,spotify:track:4hq0S6wznq7SHDyMOFXL9i,0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,audio_features,4hq0S6wznq7SHDyMOFXL9i,https://api.spotify.com/v1/tracks/4hq0S6wznq7SHDyMOFXL9i,https://api.spotify.com/v1/audio-analysis/4hq0S6wznq7SHDyMOFXL9i,226333,4
un canto a galicia,Julio Iglesias,spotify:track:450Z9RcROaXZOnhrgGOInV,0.569,0.671,6,-4.279,1,0.0335,0.736,3.49e-06,0.166,0.739,113.471,audio_features,450Z9RcROaXZOnhrgGOInV,https://api.spotify.com/v1/tracks/450Z9RcROaXZOnhrgGOInV,https://api.spotify.com/v1/audio-analysis/450Z9RcROaXZOnhrgGOInV,255280,4
vaya con dios,The Cats,spotify:track:1xBm9fqNAoFe3kDimKusSM,0.185,0.477,4,-6.821,1,0.034,0.537,0.0,0.44,0.566,77.143,audio_features,1xBm9fqNAoFe3kDimKusSM,https://api.spotify.com/v1/tracks/1xBm9fqNAoFe3kDimKusSM,https://api.spotify.com/v1/audio-analysis/1xBm9fqNAoFe3kDimKusSM,207587,3
veronica,Cornelis Vreeswijk,spotify:track:69KXsgguLVhiowmHZaW6JA,0.551,0.112,4,-17.568,1,0.0399,0.923,0.000242,0.103,0.422,119.802,audio_features,69KXsgguLVhiowmHZaW6JA,https://api.spotify.com/v1/tracks/69KXsgguLVhiowmHZaW6JA,https://api.spotify.com/v1/audio-analysis/69KXsgguLVhiowmHZaW6JA,175293,4
virginia plain,Roxy Music,spotify:track:5ZgNecJcN9SSopnmCTlpXs,0.588,0.708,6,-7.823,1,0.0351,0.445,3.94e-05,0.293,0.579,131.197,audio_features,5ZgNecJcN9SSopnmCTlpXs,https://api.spotify.com/v1/tracks/5ZgNecJcN9SSopnmCTlpXs,https://api.spotify.com/v1/audio-analysis/5ZgNecJcN9SSopnmCTlpXs,178376,4
walkin' in the rain with the one i love,Love Unlimited,spotify:track:4Ev3gucC4JAUbHJrHpY70w,0.424,0.594,10,-9.652,1,0.0551,0.341,0.000282,0.413,0.59,137.535,audio_features,4Ev3gucC4JAUbHJrHpY70w,https://api.spotify.com/v1/tracks/4Ev3gucC4JAUbHJrHpY70w,https://api.spotify.com/v1/audio-analysis/4Ev3gucC4JAUbHJrHpY70w,287933,4
without you,Harry Nilsson,spotify:track:6MrILERJLA3Jcq0E9poZsp,0.381,0.186,4,-15.477,1,0.029,0.613,2.75e-06,0.0694,0.142,65.058,audio_features,6MrILERJLA3Jcq0E9poZsp,https://api.spotify.com/v1/tracks/6MrILERJLA3Jcq0E9poZsp,https://api.spotify.com/v1/audio-analysis/6MrILERJLA3Jcq0E9poZsp,201000,4
you don't mess around with jim,Jim Croce,spotify:track:5yrsBzgHkfu2idkl2ILQis,0.705,0.581,11,-11.379,0,0.0455,0.607,1.52e-05,0.117,0.967,163.24,audio_features,5yrsBzgHkfu2idkl2ILQis,https://api.spotify.com/v1/tracks/5yrsBzgHkfu2idkl2ILQis,https://api.spotify.com/v1/audio-analysis/5yrsBzgHkfu2idkl2ILQis,184640,4
you wear it well - remastered version,Rod Stewart,spotify:track:14JxaPgdv095JgGiKCX2p5,0.624,0.534,2,-9.756,1,0.0318,0.707,9.43e-05,0.428,0.868,127.804,audio_features,14JxaPgdv095JgGiKCX2p5,https://api.spotify.com/v1/tracks/14JxaPgdv095JgGiKCX2p5,https://api.spotify.com/v1/audio-analysis/14JxaPgdv095JgGiKCX2p5,252973,4
you're a lady,Peter Skellern,spotify:track:2a3CwgQzBGsDfSY09YWh2P,0.391,0.269,1,-16.949,1,0.0334,0.735,0.292,0.0702,0.187,88.153,audio_features,2a3CwgQzBGsDfSY09YWh2P,https://api.spotify.com/v1/tracks/2a3CwgQzBGsDfSY09YWh2P,https://api.spotify.com/v1/audio-analysis/2a3CwgQzBGsDfSY09YWh2P,276733,4
angie - remastered,The Rolling Stones,spotify:track:5FQdAbZKZWwgeWTqTFVVMo,0.441,0.466,9,-9.101,0,0.0284,0.612,7.37e-05,0.112,0.464,139.07,audio_features,5FQdAbZKZWwgeWTqTFVVMo,https://api.spotify.com/v1/tracks/5FQdAbZKZWwgeWTqTFVVMo,https://api.spotify.com/v1/audio-analysis/5FQdAbZKZWwgeWTqTFVVMo,271293,4
smoke on the water - remastered 2012,Deep Purple,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,audio_features,5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/tracks/5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/audio-analysis/5MMnwYs0hIxkENRsbkWJ2G,340742,4
dream on,Aerosmith,spotify:track:5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
time - 2011 remastered version,Pink Floyd,spotify:track:4xHWH1jwV5j4mBYRhxPbwZ,0.355,0.447,9,-13.631,1,0.0894,0.453,0.00225,0.163,0.369,122.473,audio_features,4xHWH1jwV5j4mBYRhxPbwZ,https://api.spotify.com/v1/tracks/4xHWH1jwV5j4mBYRhxPbwZ,https://api.spotify.com/v1/audio-analysis/4xHWH1jwV5j4mBYRhxPbwZ,422853,4
money - 2011 remastered version,Pink Floyd,spotify:track:7Gx2q0ueNwvDp2BOZYGCMO,0.47,0.505,11,-11.966,0,0.171,0.0194,0.00104,0.206,0.767,124.065,audio_features,7Gx2q0ueNwvDp2BOZYGCMO,https://api.spotify.com/v1/tracks/7Gx2q0ueNwvDp2BOZYGCMO,https://api.spotify.com/v1/audio-analysis/7Gx2q0ueNwvDp2BOZYGCMO,380080,1
superstition,Stevie Wonder,spotify:track:4N0TP4Rmj6QQezWV88ARNJ,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,audio_features,4N0TP4Rmj6QQezWV88ARNJ,https://api.spotify.com/v1/tracks/4N0TP4Rmj6QQezWV88ARNJ,https://api.spotify.com/v1/audio-analysis/4N0TP4Rmj6QQezWV88ARNJ,266133,4
the great gig in the sky - 2011 remastered version,Pink Floyd,spotify:track:25tZHMv3ctlzqDaHAeuU9c,0.274,0.195,5,-15.289,1,0.0339,0.753,0.739,0.0774,0.168,115.227,audio_features,25tZHMv3ctlzqDaHAeuU9c,https://api.spotify.com/v1/tracks/25tZHMv3ctlzqDaHAeuU9c,https://api.spotify.com/v1/audio-analysis/25tZHMv3ctlzqDaHAeuU9c,284413,4
us and them - 2011 remastered version,Pink Floyd,spotify:track:626wlz3bovvpH06PYht5R0,0.361,0.259,2,-16.279,1,0.0306,0.835,0.303,0.612,0.137,72.759,audio_features,626wlz3bovvpH06PYht5R0,https://api.spotify.com/v1/tracks/626wlz3bovvpH06PYht5R0,https://api.spotify.com/v1/audio-analysis/626wlz3bovvpH06PYht5R0,472627,4
firth of fifth - remastered 2008,Genesis,spotify:track:5OBptQtIlGOG94la7qil6c,0.247,0.594,4,-9.71,0,0.0408,0.0214,0.0999,0.196,0.303,74.92,audio_features,5OBptQtIlGOG94la7qil6c,https://api.spotify.com/v1/tracks/5OBptQtIlGOG94la7qil6c,https://api.spotify.com/v1/audio-analysis/5OBptQtIlGOG94la7qil6c,574840,4
sebastian - 2012 remaster,Steve Harley & Cockney Rebel,spotify:track:16889jRQ2uzOeDSHaMRLIw,0.252,0.238,11,-14.212,0,0.0348,0.679,0.00357,0.0663,0.21,140.023,audio_features,16889jRQ2uzOeDSHaMRLIw,https://api.spotify.com/v1/tracks/16889jRQ2uzOeDSHaMRLIw,https://api.spotify.com/v1/audio-analysis/16889jRQ2uzOeDSHaMRLIw,420653,3
go like elijah,Chi Coltrane,spotify:track:2w08JiyME4xl4zUJrX7UXO,0.634,0.879,3,-5.268,1,0.0381,0.0394,8.92e-06,0.171,0.485,134.421,audio_features,2w08JiyME4xl4zUJrX7UXO,https://api.spotify.com/v1/tracks/2w08JiyME4xl4zUJrX7UXO,https://api.spotify.com/v1/audio-analysis/2w08JiyME4xl4zUJrX7UXO,241800,4
i heard it through the grapevine,Creedence Clearwater Revival,spotify:track:6Fu2DQzXvx28qYEPrXDikG,0.633,0.731,0,-10.173,1,0.0428,0.0698,0.28,0.0997,0.868,118.674,audio_features,6Fu2DQzXvx28qYEPrXDikG,https://api.spotify.com/v1/tracks/6Fu2DQzXvx28qYEPrXDikG,https://api.spotify.com/v1/audio-analysis/6Fu2DQzXvx28qYEPrXDikG,664333,4
daniel - remastered,Elton John,spotify:track:1XuAmhn6N9Wh3cLdymUa2C,0.685,0.592,0,-8.369,1,0.0271,0.408,0.000138,0.106,0.889,132.233,audio_features,1XuAmhn6N9Wh3cLdymUa2C,https://api.spotify.com/v1/tracks/1XuAmhn6N9Wh3cLdymUa2C,https://api.spotify.com/v1/audio-analysis/1XuAmhn6N9Wh3cLdymUa2C,235547,4
simple man,Lynyrd Skynyrd,spotify:track:1ju7EsSGvRybSNEsRvc7qY,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,audio_features,1ju7EsSGvRybSNEsRvc7qY,https://api.spotify.com/v1/tracks/1ju7EsSGvRybSNEsRvc7qY,https://api.spotify.com/v1/audio-analysis/1ju7EsSGvRybSNEsRvc7qY,356627,4
live and let die - main title,Paul McCartney,spotify:track:2cHbN7OosXb4pA20G9Jcyg,0.388,0.41,7,-13.285,1,0.0565,0.229,0.00027,0.221,0.223,154.24,audio_features,2cHbN7OosXb4pA20G9Jcyg,https://api.spotify.com/v1/tracks/2cHbN7OosXb4pA20G9Jcyg,https://api.spotify.com/v1/audio-analysis/2cHbN7OosXb4pA20G9Jcyg,191493,5
the way we were,Barbra Streisand,spotify:track:1vZTgn4JXWMahR8r99ug5H,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,audio_features,1vZTgn4JXWMahR8r99ug5H,https://api.spotify.com/v1/tracks/1vZTgn4JXWMahR8r99ug5H,https://api.spotify.com/v1/audio-analysis/1vZTgn4JXWMahR8r99ug5H,211093,3
let's get it on,Marvin Gaye,spotify:track:39l1UORIhuHvUWfxG53tRZ,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,audio_features,39l1UORIhuHvUWfxG53tRZ,https://api.spotify.com/v1/tracks/39l1UORIhuHvUWfxG53tRZ,https://api.spotify.com/v1/audio-analysis/39l1UORIhuHvUWfxG53tRZ,290933,4
long train runnin' - 2006 remaster,The Doobie Brothers,spotify:track:27YtiJUAxOWlc4BossxNea,0.575,0.708,7,-15.104,0,0.0377,0.0925,0.00791,0.207,0.884,117.347,audio_features,27YtiJUAxOWlc4BossxNea,https://api.spotify.com/v1/tracks/27YtiJUAxOWlc4BossxNea,https://api.spotify.com/v1/audio-analysis/27YtiJUAxOWlc4BossxNea,206573,4
woman from tokyo - remastered 2000,Deep Purple,spotify:track:6hzu1SR1YbSRIzfSFSsGhh,0.553,0.642,2,-8.418,1,0.0341,0.0045,0.00748,0.122,0.414,127.175,audio_features,6hzu1SR1YbSRIzfSFSsGhh,https://api.spotify.com/v1/tracks/6hzu1SR1YbSRIzfSFSsGhh,https://api.spotify.com/v1/audio-analysis/6hzu1SR1YbSRIzfSFSsGhh,351693,4
the joker,Steve Miller Band,spotify:track:6FKU84JHM1lbiy5Dx0Dyqd,0.417,0.339,10,-13.487,1,0.0819,0.454,2.26e-05,0.135,0.719,165.451,audio_features,6FKU84JHM1lbiy5Dx0Dyqd,https://api.spotify.com/v1/tracks/6FKU84JHM1lbiy5Dx0Dyqd,https://api.spotify.com/v1/audio-analysis/6FKU84JHM1lbiy5Dx0Dyqd,217800,4
the jean genie - 2013 remaster,David Bowie,spotify:track:6uZtMNTfU5u8w6fsnXeOdb,0.58,0.571,9,-9.116,1,0.0321,0.378,5.13e-06,0.358,0.818,128.15,audio_features,6uZtMNTfU5u8w6fsnXeOdb,https://api.spotify.com/v1/tracks/6uZtMNTfU5u8w6fsnXeOdb,https://api.spotify.com/v1/audio-analysis/6uZtMNTfU5u8w6fsnXeOdb,248013,4
merry xmas everybody,Slade,spotify:track:7dLzlLYDValORYKOWcHZNE,0.402,0.534,7,-8.69,1,0.0341,0.00785,0.000105,0.101,0.463,129.614,audio_features,7dLzlLYDValORYKOWcHZNE,https://api.spotify.com/v1/tracks/7dLzlLYDValORYKOWcHZNE,https://api.spotify.com/v1/audio-analysis/7dLzlLYDValORYKOWcHZNE,221867,4
ballroom blitz,Sweet,spotify:track:0JFc1TPOJtdrjytTMQa5Yh,0.557,0.919,11,-5.602,0,0.0751,0.000867,0.000948,0.0394,0.804,108.524,audio_features,0JFc1TPOJtdrjytTMQa5Yh,https://api.spotify.com/v1/tracks/0JFc1TPOJtdrjytTMQa5Yh,https://api.spotify.com/v1/audio-analysis/0JFc1TPOJtdrjytTMQa5Yh,241973,4
dag zuster ursula,Rob De Nijs,spotify:track:0u9rVrLWlxLw2oDrHCFrSc,0.686,0.726,11,-10.122,1,0.0941,0.628,4.83e-05,0.542,0.873,107.848,audio_features,0u9rVrLWlxLw2oDrHCFrSc,https://api.spotify.com/v1/tracks/0u9rVrLWlxLw2oDrHCFrSc,https://api.spotify.com/v1/audio-analysis/0u9rVrLWlxLw2oDrHCFrSc,150827,4
een lied alleen voor kinderen,Dimitri Van Toren,spotify:track:6dLMnNwNPcm7zmE7iGErIL,0.409,0.807,7,-10.133,1,0.0745,0.0037,0.000232,0.0899,0.597,94.131,audio_features,6dLMnNwNPcm7zmE7iGErIL,https://api.spotify.com/v1/tracks/6dLMnNwNPcm7zmE7iGErIL,https://api.spotify.com/v1/audio-analysis/6dLMnNwNPcm7zmE7iGErIL,229160,4
he komaan,Dimitri Van Toren,spotify:track:27SI2FCjN3PgLUkgycdyIe,0.613,0.902,6,-6.353,1,0.0758,0.0686,3.12e-05,0.133,0.679,177.116,audio_features,27SI2FCjN3PgLUkgycdyIe,https://api.spotify.com/v1/tracks/27SI2FCjN3PgLUkgycdyIe,https://api.spotify.com/v1/audio-analysis/27SI2FCjN3PgLUkgycdyIe,138480,4
ik doe wat ik doe,Astrid Nijgh,spotify:track:4TCpitwVFIIy28JaY0CUVv,0.678,0.641,5,-7.312,1,0.0333,0.4,0.0,0.146,0.663,131.296,audio_features,4TCpitwVFIIy28JaY0CUVv,https://api.spotify.com/v1/tracks/4TCpitwVFIIy28JaY0CUVv,https://api.spotify.com/v1/audio-analysis/4TCpitwVFIIy28JaY0CUVv,191688,4
jan klaassen de trompetter,Rob De Nijs,spotify:track:2mwtisRtQKKf8psuud1ca5,0.795,0.654,3,-7.139,1,0.0522,0.589,0.0,0.093,0.971,118.953,audio_features,2mwtisRtQKKf8psuud1ca5,https://api.spotify.com/v1/tracks/2mwtisRtQKKf8psuud1ca5,https://api.spotify.com/v1/audio-analysis/2mwtisRtQKKf8psuud1ca5,193760,4
het is weer voorbij die mooie zomer,Gerard Cox,spotify:track:2rUnyscXI5dyMjDrgZZtHS,0.61,0.483,2,-12.386,1,0.0435,0.413,0.0,0.237,0.734,164.111,audio_features,2rUnyscXI5dyMjDrgZZtHS,https://api.spotify.com/v1/tracks/2rUnyscXI5dyMjDrgZZtHS,https://api.spotify.com/v1/audio-analysis/2rUnyscXI5dyMjDrgZZtHS,279947,4
killing me softly with his song,Roberta Flack,spotify:track:3gsCAGsWr6pUm1Vy7CPPob,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,audio_features,3gsCAGsWr6pUm1Vy7CPPob,https://api.spotify.com/v1/tracks/3gsCAGsWr6pUm1Vy7CPPob,https://api.spotify.com/v1/audio-analysis/3gsCAGsWr6pUm1Vy7CPPob,286920,4
reelin' in the years,Steely Dan,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,audio_features,1I7zHEdDx8Ny5RxzYPqsU2,https://api.spotify.com/v1/tracks/1I7zHEdDx8Ny5RxzYPqsU2,https://api.spotify.com/v1/audio-analysis/1I7zHEdDx8Ny5RxzYPqsU2,277267,4
yesterday once more - 1991 remix,Carpenters,spotify:track:2zEJ3OF3UAqn8AsIpgHTsx,0.466,0.409,4,-11.443,1,0.0249,0.36,0.0,0.0564,0.3,83.262,audio_features,2zEJ3OF3UAqn8AsIpgHTsx,https://api.spotify.com/v1/tracks/2zEJ3OF3UAqn8AsIpgHTsx,https://api.spotify.com/v1/audio-analysis/2zEJ3OF3UAqn8AsIpgHTsx,238400,4
the highways of my life,The Isley Brothers,spotify:track:6MNktmrlECWNXz3C3Gpk9s,0.416,0.446,4,-13.698,1,0.0411,0.766,0.0116,0.151,0.221,135.547,audio_features,6MNktmrlECWNXz3C3Gpk9s,https://api.spotify.com/v1/tracks/6MNktmrlECWNXz3C3Gpk9s,https://api.spotify.com/v1/audio-analysis/6MNktmrlECWNXz3C3Gpk9s,257627,4
cajun moon,J.J. Cale,spotify:track:43niiTshfUdTN32wHykv7h,0.805,0.547,1,-15.34,1,0.0419,0.45,0.16,0.158,0.751,102.413,audio_features,43niiTshfUdTN32wHykv7h,https://api.spotify.com/v1/tracks/43niiTshfUdTN32wHykv7h,https://api.spotify.com/v1/audio-analysis/43niiTshfUdTN32wHykv7h,131827,4
lord of the ages,Magna Carta,spotify:track:4QO542IqYFpwIYD4hjdXwS,0.425,0.312,0,-13.99,0,0.0303,0.29,0.125,0.107,0.248,131.25,audio_features,4QO542IqYFpwIYD4hjdXwS,https://api.spotify.com/v1/tracks/4QO542IqYFpwIYD4hjdXwS,https://api.spotify.com/v1/audio-analysis/4QO542IqYFpwIYD4hjdXwS,606240,4
late again,Stealers Wheel,spotify:track:1qQyPAV52pbtiWiWntt575,0.507,0.206,10,-12.434,1,0.0323,0.0149,0.00011,0.122,0.427,117.36,audio_features,1qQyPAV52pbtiWiWntt575,https://api.spotify.com/v1/tracks/1qQyPAV52pbtiWiWntt575,https://api.spotify.com/v1/audio-analysis/1qQyPAV52pbtiWiWntt575,190827,3
